Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,A1,A2,F7,F8,T3,T4,T5,T6,Fz,Cz,Pz
3.16,3.74,1.57,1.77,4.29,-3.61,2.26,-2.8,0.91,-0.41,-5.11,-9.05,-2.23,3.05,2.13,-5.48,-0.53,-3.95,2.53,3.83,0.67
2.89,3.72,1.38,0.55,3.45,-4.35,0.24,-3.65,0.35,-2.19,-8.1,-7.12,-2.25,1.66,4.73,-4.99,-0.72,-3.31,1.81,1.81,-1.54
2.32,5.32,-0.84,1.44,2.79,-2.57,0.44,-3.56,0.4,-0.98,-5.07,-5.89,0.06,-1.84,2.5,-1.72,1.55,-2.41,1.64,1.63,-1.35
1.48,6.08,-1.72,1.74,0.61,-1.26,-1.55,-2.73,-1.96,-2.18,-5.47,-1.77,0.42,4.43,-4.86,2.39,-3.86,0.04,0.67,0.07,-1.58
3.17,6.53,-0.3,1.75,1.83,-1.24,-1.19,-4.87,-2.69,-5.89,-4.73,-3.44,1.97,1.21,-2.78,0.26,-0.92,-2.15,2.54,1.61,-2.07
3.5,7.13,0.66,2.05,2.17,-1.33,-0.73,-4.75,-1.1,-4.4,-4.01,-5.5,1.98,3.68,-2.79,-1.87,-0.14,-2.71,3.3,2.96,-0.46
5.65,7.84,2.91,2.71,2.53,-1.76,-1.47,-4.64,-1.79,-4.4,-6.74,-4.51,1.04,4.05,2.59,-3.06,-3.0,-4.68,4.22,4.04,-1.31
6.19,8.44,0.63,5.08,1.24,-0.54,-1.64,-3.49,-2.76,-5.24,-6.9,-2.4,-1.03,4.14,-8.76,-2.48,-1.6,-3.47,6.25,5.56,-0.66
5.23,6.22,-0.32,5.14,1.74,-2.38,-1.28,-5.0,-4.03,-5.21,-1.97,-5.4,-0.95,2.58,-1.5,-5.54,-1.94,-5.41,4.23,4.98,-1.16
5.05,9.02,0.23,6.21,1.28,-1.02,-1.76,-6.46,-3.09,-6.52,-8.07,-1.45,-1.24,3.66,-2.84,-4.96,-1.76,-5.82,4.8,5.04,-2.43
4.03,7.53,-0.41,4.83,1.68,-1.5,-1.81,-8.29,-4.7,-8.78,-3.71,-3.13,-0.11,2.06,-0.74,-4.67,-1.86,-6.89,3.53,4.67,-3.21
0.8,1.15,-1.11,-1.77,4.41,-4.53,0.79,-9.85,-3.58,-10.28,-8.89,-11.85,-3.54,-6.79,5.66,-7.18,1.13,-9.87,0.2,4.64,-4.0
3.09,3.78,1.94,-0.58,3.67,-4.29,-0.99,-9.38,-2.65,-8.63,-7.56,-10.72,1.49,-4.68,1.96,-5.56,0.22,-8.28,2.22,2.75,-3.67
2.84,5.37,-0.59,0.36,1.79,-2.79,-0.05,-6.38,-0.98,-7.14,-1.41,-8.62,0.26,-1.97,-2.77,-6.33,2.81,-6.51,1.73,0.44,-4.11
2.68,4.99,-0.21,1.73,0.91,-1.44,0.06,-4.49,-1.39,-6.03,-2.04,-9.4,-1.05,-0.46,-4.51,-5.04,1.97,-5.14,1.93,0.14,-1.87
4.2,8.29,-0.9,2.36,0.71,-0.94,-0.14,-3.27,-1.49,-5.28,-4.49,-5.82,-1.27,-0.26,-4.15,-5.78,0.42,-4.44,4.12,1.63,-1.21
4.57,6.35,-1.45,3.63,1.7,-2.85,-0.6,-6.67,-2.81,-7.71,-6.06,-7.83,-1.95,-2.41,-3.3,-8.76,-0.29,-8.09,4.09,2.81,-1.59
4.69,4.81,-0.99,3.65,2.68,-2.81,-0.11,-8.24,-5.11,-10.2,-4.63,-10.27,-1.11,-1.96,-0.25,-7.74,-1.09,-11.4,4.2,4.57,-2.28
2.64,2.3,-0.43,2.16,3.46,-3.06,-0.38,-9.12,-6.08,-11.59,-7.51,-14.18,-0.17,-5.27,-0.87,-6.36,-0.66,-10.59,2.58,4.87,-1.75
2.59,5.66,1.29,2.89,3.42,-3.63,-2.6,-11.13,-7.0,-12.25,-4.76,-10.38,0.66,-2.89,0.95,-10.27,-2.93,-10.56,2.14,3.57,-3.75
2.96,6.03,1.76,3.65,2.16,-2.23,-4.1,-9.9,-7.39,-11.34,-8.27,-8.75,1.4,1.05,-0.85,-5.47,-6.54,-8.28,1.96,4.27,-3.55
2.95,7.09,0.91,1.95,2.0,-2.96,-3.92,-8.61,-6.38,-10.33,-7.71,-8.72,2.32,-0.38,-3.27,-6.49,-4.74,-8.37,2.17,3.07,-3.25
5.34,10.7,2.67,6.62,1.44,-1.72,-5.59,-6.98,-8.58,-7.58,-9.05,-6.5,6.19,5.06,1.12,-2.95,-7.74,-5.48,4.73,2.39,-4.09
6.96,11.47,3.56,7.0,1.07,-0.58,-5.51,-5.58,-5.13,-6.05,-6.23,-6.34,4.45,5.49,1.72,-0.59,-6.26,-4.53,5.85,3.02,-3.95
6.41,9.39,2.38,7.07,1.03,0.92,-3.99,-5.22,-4.97,-5.61,-7.93,-6.11,4.2,5.76,0.23,0.07,-6.04,-5.01,5.72,3.63,-3.49
5.52,8.98,1.78,5.94,0.87,-0.76,-3.63,-6.58,-4.82,-5.55,-5.58,-6.97,1.53,5.39,-3.23,-0.72,-7.05,-4.92,4.95,4.26,-4.14
3.46,4.13,1.5,3.4,1.82,-2.1,-2.67,-8.66,-2.74,-7.11,-9.2,-8.86,2.0,0.57,-0.66,-1.79,-5.85,-8.19,3.22,3.86,-4.53
2.98,3.19,1.31,1.8,3.06,-1.43,-0.25,-8.15,-1.68,-5.9,-6.11,-9.2,2.55,-3.14,-2.29,-1.8,-2.31,-8.42,1.79,3.95,-2.98
2.06,2.97,1.29,0.36,1.58,-2.23,-2.34,-7.39,-5.37,-7.48,-8.52,-11.45,2.02,-6.16,-2.35,-3.8,-2.35,-8.91,1.53,1.93,-3.8
4.49,6.76,2.9,1.72,2.73,-1.44,-3.57,-5.77,-5.97,-6.28,-6.38,-8.99,1.67,1.67,-2.09,-1.69,-7.2,-6.04,3.68,2.97,-4.13
3.97,5.57,2.4,1.33,2.99,-3.62,-3.08,-8.4,-6.09,-7.59,-10.34,-8.63,-2.2,-1.06,-2.6,-5.48,-6.21,-9.15,3.52,3.3,-4.47
3.92,5.54,1.99,2.95,2.62,-4.36,-3.65,-10.28,-6.89,-9.33,-4.8,-10.4,-0.12,-0.78,-5.21,-8.1,-7.17,-11.24,4.15,3.05,-5.44
5.18,6.8,1.39,5.16,1.97,-2.46,-3.82,-10.42,-5.51,-10.25,-10.46,-10.34,0.12,0.45,-2.89,-7.99,-4.4,-11.83,4.71,4.5,-4.82
4.64,7.16,0.61,4.13,2.15,-2.2,-3.06,-9.83,-5.81,-11.48,-11.34,-13.53,-0.1,-2.79,-3.14,-9.71,-3.54,-13.85,4.39,6.22,-3.92
2.88,7.49,-0.96,1.73,0.94,-1.44,-6.39,-9.53,-8.52,-11.85,-10.02,-8.2,-0.4,-2.81,2.39,-9.93,-5.3,-13.69,2.47,4.75,-5.15
0.05,7.25,-2.36,0.7,-1.04,0.61,-7.39,-8.01,-9.82,-11.68,-10.74,-7.83,-3.06,-0.4,-3.66,-2.57,-8.49,-10.56,0.26,3.55,-6.32
0.76,7.41,-0.79,0.75,-0.11,0.16,-6.1,-7.33,-7.89,-9.55,-8.65,-7.15,-0.19,-0.44,-3.05,-0.63,-5.38,-9.08,1.58,3.6,-4.86
0.54,4.93,-1.47,1.1,-0.26,1.13,-4.66,-6.54,-5.17,-6.24,-5.98,-4.58,0.61,-1.33,-7.35,0.86,-2.83,-6.31,0.63,3.52,-4.58
2.23,7.25,-2.06,4.74,-1.65,2.34,-4.48,-6.11,-4.87,-8.27,-3.7,-6.2,-1.19,4.19,-7.96,1.65,-2.82,-5.72,2.85,3.36,-3.59
4.79,9.72,-1.53,7.46,-1.85,2.56,-4.45,-6.0,-5.39,-9.1,-2.99,-2.3,0.43,7.54,-4.6,0.66,-2.1,-5.84,4.05,2.97,-4.21
2.09,8.78,-3.67,7.37,-5.13,5.27,-7.79,-4.25,-7.13,-8.78,-4.92,-6.59,-3.01,4.19,-5.85,5.45,-7.53,-4.33,2.78,0.64,-6.17
1.42,9.21,-5.52,7.38,-7.15,6.38,-9.52,-3.31,-8.57,-8.44,-9.59,-5.71,-4.51,3.36,-9.94,0.15,-10.5,-4.19,2.09,1.1,-6.06
-0.37,6.81,-7.37,6.07,-6.94,7.01,-7.13,0.32,-5.6,-5.2,-5.36,-4.94,-6.66,3.98,-11.28,3.18,-10.28,-1.8,-0.7,1.23,-2.94
-1.57,5.06,-6.83,2.77,-4.91,4.74,-6.13,0.84,-4.62,-4.19,-6.12,-3.47,-4.54,1.73,-4.57,0.63,-9.06,-2.13,-2.23,1.33,-1.31
-2.33,4.92,-5.53,0.74,-2.59,2.05,-2.39,1.77,-0.32,1.16,-8.55,0.44,-4.75,1.0,-3.24,0.79,-5.08,-0.02,-2.88,1.52,1.18
0.87,8.27,-2.21,3.07,-0.23,0.2,-2.04,1.08,1.04,1.71,-4.23,-0.9,0.41,3.72,1.54,2.55,-3.33,0.95,0.01,1.38,0.74
1.49,8.12,-2.5,5.13,-1.97,2.68,-3.85,0.77,-0.3,0.75,-2.25,2.73,2.34,5.32,-2.41,5.62,-4.11,1.84,0.93,0.72,-1.96
1.65,8.81,-2.78,5.55,-3.47,3.06,-5.74,0.8,-0.12,-0.62,0.54,1.01,2.86,5.33,-4.54,2.84,-2.99,1.1,0.8,0.77,-3.83
2.4,11.35,-3.86,6.49,-3.59,4.56,-6.54,1.18,-2.14,-3.32,1.81,4.22,2.03,7.4,-2.25,3.82,-3.37,1.26,1.31,0.37,-4.6
0.79,10.5,-3.6,6.06,-3.54,4.38,-6.05,1.13,-2.03,-3.85,4.39,-1.08,1.07,7.18,3.5,5.4,-0.66,1.75,-0.25,-1.2,-5.12
3.51,13.27,-2.03,6.59,-2.7,2.17,-5.73,0.14,-0.23,-0.76,5.25,2.65,3.85,8.83,5.73,2.96,1.33,3.38,2.0,-2.56,-5.61
2.46,10.43,0.41,6.78,-1.3,-0.02,-5.02,-2.39,1.11,0.51,7.16,1.4,6.99,10.69,4.71,3.44,2.05,3.52,1.82,-2.7,-5.43
6.08,15.4,1.08,7.92,-0.98,0.42,-4.02,-3.26,2.61,1.06,9.24,3.79,6.1,9.92,3.04,6.19,2.25,4.79,4.42,-2.01,-5.98
6.16,13.03,1.71,8.77,-3.7,1.87,-5.97,-0.8,1.95,1.21,2.69,6.54,10.61,14.15,5.3,8.02,0.14,5.01,4.47,-3.23,-5.95
7.37,18.65,0.71,7.22,-5.27,4.33,-4.78,3.11,3.44,4.31,-1.04,9.14,5.55,10.76,0.53,8.95,-0.84,7.53,5.48,-1.76,-3.1
11.92,26.73,0.94,9.19,-5.05,5.86,-5.64,5.08,1.44,3.49,-9.56,7.19,5.69,15.18,0.08,9.68,-2.78,7.53,8.89,-1.06,-2.43
15.01,28.17,4.29,7.07,-2.97,4.33,-6.93,4.66,0.52,2.65,-5.58,1.57,11.08,5.79,0.94,2.41,-4.05,4.11,12.13,-0.4,-2.52
17.34,32.5,4.15,8.72,-3.01,2.97,-7.21,2.37,-2.09,-1.18,-9.77,-0.61,10.25,12.95,-2.64,1.66,-5.09,1.94,13.81,-1.94,-3.78
27.48,56.91,6.73,16.48,-3.53,3.03,-10.35,-1.45,-6.67,-5.07,-4.92,4.25,14.59,33.46,-1.69,9.04,-7.38,0.68,22.49,-3.77,-7.67
33.84,64.39,9.49,20.61,-4.2,3.95,-10.46,-1.68,-7.66,-5.96,-6.94,0.93,20.55,36.97,-0.28,9.94,-9.64,-0.78,28.42,-3.19,-8.44
41.04,83.47,9.31,26.31,-5.89,5.93,-11.85,-3.18,-9.22,-7.15,-9.73,5.38,16.2,51.46,-2.36,11.66,-11.04,-1.44,33.73,-3.31,-8.94
48.45,96.12,12.42,28.75,-6.37,5.76,-15.25,-5.32,-13.2,-10.49,-8.78,3.09,22.99,54.83,-2.93,11.76,-14.53,-3.22,40.08,-3.51,-11.14
52.59,106.24,13.62,29.05,-5.62,5.24,-16.3,-7.43,-15.66,-14.54,-6.67,-5.25,24.96,52.97,-0.37,6.5,-14.34,-7.15,42.56,-3.89,-12.32
54.31,112.03,13.63,29.06,-4.72,4.18,-16.44,-8.27,-16.86,-17.77,-11.8,-8.41,25.44,54.04,0.91,4.32,-14.11,-10.7,44.84,-4.27,-13.34
59.64,124.37,15.36,31.1,-4.24,4.03,-14.17,-7.73,-13.35,-16.51,-5.9,-9.89,29.43,59.02,2.72,5.91,-11.58,-9.07,48.46,-3.73,-11.68
62.73,130.22,17.3,32.17,-1.15,1.68,-11.44,-7.61,-10.59,-13.3,-12.75,-4.76,29.76,63.0,6.94,6.3,-8.58,-8.38,51.1,-4.45,-10.7
63.44,131.69,16.96,34.2,-0.48,1.57,-7.79,-6.48,-6.0,-8.92,-6.15,-7.46,27.89,62.67,3.15,9.3,-2.92,-4.74,51.37,-4.13,-7.97
68.54,141.12,20.04,38.2,0.04,0.28,-7.11,-9.15,-4.76,-8.34,-12.95,-6.11,30.15,75.68,11.38,6.51,-4.38,-5.76,56.55,-3.02,-8.25
64.43,138.08,16.71,38.66,-3.83,2.94,-9.78,-7.54,-6.49,-7.27,-13.29,-3.49,20.9,73.51,-9.96,5.19,-9.15,-3.52,53.87,-2.94,-7.64
63.97,134.77,15.35,39.69,-4.35,4.42,-10.1,-9.23,-7.63,-11.52,-17.71,-8.96,20.04,71.19,-0.06,6.24,-8.22,-7.87,54.25,-0.72,-8.84
64.69,136.31,15.39,39.5,-6.08,7.61,-12.34,-8.03,-7.08,-10.85,-14.25,-7.12,20.3,71.11,-6.69,9.25,-12.62,-8.05,55.21,-0.28,-8.82
53.95,120.08,9.92,36.25,-6.93,6.63,-11.53,-6.65,-7.0,-10.7,-17.84,-6.66,12.42,65.55,-10.28,7.5,-10.47,-8.32,45.02,-2.36,-8.1
52.01,113.41,11.04,32.11,-4.26,4.34,-10.35,-6.55,-7.5,-10.05,-14.75,-3.35,16.56,61.34,-0.11,5.76,-6.85,-7.82,42.85,-4.53,-9.52
45.75,102.26,11.0,29.41,-3.33,3.37,-7.65,-4.46,-3.8,-7.75,-15.46,-7.14,12.74,54.9,0.37,6.06,-3.38,-2.8,37.84,-5.22,-8.51
44.0,95.58,12.65,28.03,-1.82,2.97,-8.56,-3.87,-4.55,-5.22,-5.27,-0.09,14.89,49.71,-7.66,7.79,-5.96,-3.64,36.52,-3.95,-8.93
37.93,84.23,10.9,24.51,-3.75,3.76,-9.63,-3.16,-4.41,-4.63,-7.92,-2.78,11.56,48.02,-4.09,11.5,-5.04,-1.98,31.53,-4.2,-9.26
35.93,80.77,10.42,25.8,-4.48,4.48,-9.53,-4.26,-2.57,-5.78,0.22,2.39,12.89,47.09,-1.74,12.63,-1.4,-4.07,30.93,-1.91,-9.02
30.49,70.52,8.7,23.85,-6.37,6.79,-10.08,-2.39,-4.1,-4.31,-3.32,3.36,9.58,43.34,-5.96,8.96,-5.95,-2.62,27.04,-1.32,-7.77
23.09,53.96,4.88,17.16,-5.82,5.64,-7.19,-0.26,-1.01,-1.07,-2.59,3.78,4.29,32.27,-6.84,2.61,-6.44,0.66,19.54,-0.97,-5.34
-6.4,-8.18,-2.45,-3.02,0.4,-1.52,1.3,-1.63,0.77,-1.03,5.24,1.86,-0.85,-7.61,5.95,-1.21,5.76,-2.29,-4.57,-1.52,0.86
-7.48,-8.27,-1.68,-4.39,2.17,-1.28,4.18,2.41,4.51,3.14,7.11,1.34,-1.09,-5.36,1.32,0.31,7.09,0.15,-6.15,0.61,4.65
-8.5,-10.67,-2.8,-4.64,0.37,-0.45,2.28,2.86,2.85,3.72,3.14,1.89,-4.27,-6.76,-2.09,-1.17,1.84,-0.26,-7.21,0.29,4.46
-8.05,-10.75,-1.35,-5.7,0.81,-0.86,3.82,2.73,5.69,7.35,3.33,1.07,-2.19,-8.44,-0.33,-6.89,3.88,-0.54,-7.29,-0.52,5.28
-5.95,-7.73,-1.04,-4.9,0.2,-0.37,3.73,4.58,6.3,8.17,5.26,1.09,-3.5,-7.89,-3.18,-0.5,3.19,3.5,-5.35,-0.83,5.32
-4.22,-6.28,0.94,-2.9,1.72,-2.46,3.92,0.99,7.02,6.4,10.83,5.99,1.92,-3.14,5.89,1.65,5.65,1.66,-3.31,-1.8,5.01
-5.73,-9.79,0.38,-4.79,2.59,-3.75,3.0,-0.17,4.61,4.91,7.33,2.17,3.34,-5.37,16.08,0.17,5.11,1.22,-4.7,-3.17,2.85
-7.26,-8.28,0.39,-4.49,3.34,-2.32,3.69,2.49,5.63,7.16,8.95,6.63,-0.26,-3.51,4.59,4.59,4.49,4.54,-6.19,-1.5,5.4
-4.75,-8.77,0.06,-3.76,2.05,-2.0,3.21,3.73,4.25,7.18,5.4,4.78,2.43,-3.94,8.83,0.32,3.58,4.33,-3.84,-1.69,5.16
-3.8,-4.42,-1.01,0.16,-1.04,1.01,0.56,4.41,3.47,8.66,9.49,6.05,1.54,-1.88,-3.04,2.49,0.71,5.26,-3.04,-2.99,4.23
-0.23,-1.03,-0.33,0.01,-0.0,-0.64,2.97,5.72,6.42,11.12,12.61,11.46,2.98,2.6,-0.22,5.09,5.19,7.9,-0.23,-3.13,5.08
-0.47,1.89,-0.25,1.33,-0.6,1.09,1.63,3.13,4.65,7.93,14.35,12.02,3.67,2.51,6.55,9.16,4.75,4.52,-0.84,-3.43,3.05
0.02,1.78,0.16,3.12,-0.81,0.65,0.58,0.83,1.29,4.16,14.82,10.55,4.6,6.21,5.02,8.15,5.05,2.24,0.1,-3.34,0.36
-0.69,-0.73,-0.33,0.13,-0.16,0.58,0.89,-0.97,0.93,1.87,8.66,8.91,3.41,1.75,4.3,6.9,3.21,0.73,-0.4,-2.75,-0.68
0.93,2.02,-0.68,3.66,-0.69,1.66,0.12,-1.66,0.73,1.18,10.75,9.13,3.18,4.76,2.93,7.32,2.5,0.26,0.32,-1.9,-1.13
0.31,1.68,-1.68,4.39,-2.53,2.29,-0.97,-2.26,-0.34,-0.12,9.6,7.08,3.8,4.33,3.35,4.75,0.82,0.44,0.29,-3.67,-1.9
1.9,3.27,0.35,4.01,-1.95,1.57,-1.17,-1.12,0.66,2.39,9.8,14.5,6.79,6.01,6.96,11.7,2.43,2.79,1.57,-4.38,-2.97
-0.8,-1.17,0.99,0.16,0.04,-0.25,-0.12,-1.86,0.67,2.7,10.54,13.17,4.99,4.07,6.64,9.08,3.33,2.97,-0.72,-4.75,-1.86
-4.4,-5.09,-0.97,-3.7,0.1,-1.34,-0.93,-2.12,-1.62,2.37,1.04,3.0,2.01,-0.9,8.39,5.81,1.19,2.19,-4.22,-6.88,-2.62
-4.24,-6.41,-0.86,-2.43,2.06,-1.89,-0.4,-1.83,-1.64,2.11,1.14,0.65,0.93,1.21,3.3,1.96,1.03,0.93,-4.14,-4.76,-2.19
-4.09,-5.1,-3.48,-0.94,-1.14,-0.27,-2.91,-1.83,-4.01,0.83,-1.91,1.57,-2.59,-0.41,-3.79,3.54,-3.74,-0.15,-4.01,-3.56,-3.42
-4.56,-5.72,-4.5,0.3,-2.4,1.76,-2.85,-0.41,-3.05,0.32,-5.49,-2.89,-5.35,0.5,-8.42,2.05,-5.17,-0.26,-3.47,-3.17,-2.16
-5.61,-8.28,-7.53,-0.13,-5.74,4.84,-2.95,0.38,-2.12,0.18,-6.42,-0.76,-9.98,-4.82,-9.14,3.82,-4.17,-0.85,-5.41,-3.12,-1.89
-3.96,-5.07,-2.81,-0.99,-1.07,0.63,1.78,3.13,2.77,4.24,-0.7,5.03,-2.07,2.44,-1.62,8.93,-0.39,4.72,-3.14,-0.28,3.1
-4.78,-8.03,-4.24,-3.92,0.95,-0.36,2.35,1.99,2.71,3.16,-0.6,3.62,-1.69,-2.71,5.79,0.58,1.93,2.87,-4.79,-1.85,2.98
-4.8,-7.91,-3.78,-3.5,0.68,-1.31,2.15,3.55,0.97,2.28,0.27,0.32,-0.35,-1.61,-2.03,2.49,0.56,3.55,-4.76,-0.72,2.81
-4.77,-7.9,-3.57,-3.43,-0.11,-0.89,0.24,2.14,-1.66,0.18,-3.45,2.97,-2.53,-2.1,3.12,4.35,-1.09,3.68,-4.5,-1.28,0.78
-4.75,-8.13,-4.16,-2.44,-2.11,0.98,-1.62,1.14,-4.02,-2.5,-3.6,-0.63,-3.46,-4.81,-3.59,3.95,-2.4,2.24,-3.56,-2.32,-1.5
-3.2,-5.02,-3.34,0.72,-2.49,2.11,-2.08,1.69,-3.46,-0.97,0.7,3.21,-3.39,-0.85,-7.83,4.05,-1.97,2.85,-2.52,-1.19,-2.22
-3.52,-5.68,-4.4,0.77,-3.34,2.84,-3.29,1.33,-4.1,-0.92,-1.77,-0.13,-2.17,-1.75,-4.4,4.31,-4.02,1.04,-3.01,-2.11,-2.29
-0.55,-3.36,-3.16,2.09,-0.11,-0.52,0.32,0.38,-1.62,-0.15,0.75,1.27,0.15,0.67,4.55,2.79,2.0,0.17,-0.75,-1.3,-0.45
-1.71,-3.83,-4.0,0.98,-1.84,0.36,-2.07,-1.67,-3.12,-2.21,-0.21,0.05,3.26,-1.78,4.92,-0.81,-1.07,-2.08,-2.22,-1.6,-2.55
4.01,2.67,1.44,3.91,0.11,-0.57,-1.25,-2.99,-4.14,-1.73,3.42,4.64,8.48,5.93,4.74,6.26,-1.0,-0.62,3.61,0.13,-2.54
3.66,3.69,0.29,4.83,-0.11,0.97,-3.6,-3.58,-6.25,-4.8,2.94,4.06,3.74,4.19,3.17,1.54,-2.19,-1.14,3.08,0.64,-3.88
3.14,2.83,0.48,3.07,-0.14,0.47,-3.86,-4.74,-7.46,-7.47,0.36,2.45,4.04,4.16,-3.95,3.3,-5.87,-3.23,2.65,0.3,-5.34
-1.42,-1.52,-3.07,1.87,-2.46,1.45,-3.76,-2.04,-6.84,-5.57,-3.74,-3.71,-1.9,-2.72,-5.87,3.69,-6.3,-1.93,-1.4,-1.73,-3.87
2.2,2.64,0.52,1.78,1.32,-2.03,0.7,0.19,-1.4,0.41,-0.83,1.08,3.96,0.8,1.9,3.14,-1.97,2.11,1.33,-1.07,-0.17
0.78,0.17,0.37,4.03,0.34,-0.79,-0.55,-1.73,-3.08,0.39,-1.11,-5.66,4.15,1.87,-0.43,-3.82,-4.28,0.22,0.53,-1.83,-1.88
2.23,1.51,1.37,0.97,0.86,-0.89,-1.46,-0.82,-3.31,0.8,2.86,3.67,4.72,-0.25,1.35,-2.09,-2.58,1.28,1.04,-2.42,-2.33
3.88,0.98,3.04,3.74,0.94,-1.65,-3.88,-5.42,-4.4,-3.31,-0.54,1.26,5.73,0.34,2.57,2.2,-4.47,-5.09,3.16,-1.53,-4.14
6.12,3.55,2.93,4.74,-0.32,-0.23,-5.52,-4.72,-6.62,-1.89,1.73,2.56,4.65,3.74,-1.49,1.24,-8.54,-3.24,5.4,0.11,-4.18
4.82,2.72,2.59,1.78,-0.69,-0.01,-3.89,-0.91,-4.22,0.59,2.1,2.88,5.21,-0.6,3.35,2.72,-6.69,-1.53,4.95,0.21,-1.9
6.5,5.5,4.98,3.14,0.68,-1.87,-1.79,1.36,0.41,4.83,4.55,5.53,7.07,1.89,2.45,0.13,-5.17,1.92,6.38,4.14,1.74
4.9,3.9,4.87,0.49,0.84,-1.07,-1.92,0.99,-1.53,3.39,4.4,1.49,4.18,-2.66,-3.21,-2.41,-7.55,0.19,5.45,4.69,1.46
0.18,-5.77,2.55,-4.54,0.91,-2.13,-3.32,-0.95,-1.98,-0.16,-2.62,-1.85,-0.45,-11.1,3.42,-6.86,-10.32,-3.46,-0.35,3.94,1.12
-0.26,-6.52,1.28,-1.49,-0.09,-0.86,-4.42,-2.76,-2.19,-1.46,-5.46,-4.03,-2.58,-9.65,-10.56,-5.18,-9.76,-3.86,-0.24,4.8,-0.97
4.85,-0.11,2.44,3.03,-1.02,1.07,-4.12,-2.57,-0.96,0.16,1.37,1.52,1.01,-2.5,-5.82,-1.35,-5.5,-2.48,4.26,4.98,-0.9
-0.29,-2.79,-1.79,3.05,-2.21,2.84,-2.0,-0.17,1.67,1.67,-1.05,0.64,-5.07,-1.43,-9.57,-3.13,-3.3,-1.44,-0.1,4.4,0.5
-7.92,-14.68,-6.55,-0.64,-4.14,5.87,-0.53,3.64,4.55,4.03,-3.6,-3.7,-12.81,-10.21,-10.32,-1.42,-1.14,1.5,-6.75,3.15,1.9
2.64,-4.0,0.83,-1.76,-0.69,0.43,1.12,2.11,4.07,2.26,3.76,-0.81,3.44,-4.9,0.87,-2.0,2.63,-1.47,2.0,2.07,1.14
4.44,1.96,1.97,-0.91,0.03,-1.04,-0.73,-1.76,-0.77,-1.96,2.39,-5.21,4.78,-4.49,4.2,-3.72,-0.9,-3.2,3.3,0.61,-2.74
7.31,5.73,4.34,1.08,-0.71,-0.22,-3.47,-4.91,-5.17,-7.83,-7.91,-8.15,7.88,0.62,2.17,-3.9,-2.46,-5.2,5.32,-0.04,-6.33
12.57,16.21,5.82,4.34,-0.3,0.57,-4.45,-5.87,-6.87,-10.76,-2.16,-7.94,7.28,5.5,-0.03,-2.25,-2.13,-7.1,9.95,2.03,-7.59
11.49,15.52,4.51,6.78,-1.83,2.48,-6.95,-6.43,-9.39,-13.32,-6.87,-7.9,3.06,6.06,-5.52,-0.29,-4.91,-6.5,9.69,1.82,-9.6
7.4,9.65,1.6,4.96,-4.07,4.55,-7.5,-4.15,-8.56,-13.44,-9.26,-8.59,-1.64,0.74,-8.74,2.49,-4.34,-2.03,5.63,1.33,-10.32
5.31,8.05,-0.24,6.45,-4.89,5.92,-8.71,-2.03,-11.55,-10.67,-9.12,-11.88,-4.11,2.07,-10.48,3.49,-6.39,0.41,4.71,2.32,-10.41
7.32,9.55,-0.05,7.28,-4.01,3.86,-7.17,-2.09,-8.53,-9.66,-9.51,-7.23,-2.18,1.06,-8.54,-3.4,-4.92,0.55,6.08,2.65,-9.48
6.25,8.05,-0.2,5.75,-3.92,3.42,-5.93,-2.91,-7.44,-8.08,-8.67,-7.41,-2.86,0.24,-6.2,-1.66,-4.7,-1.25,4.83,1.19,-8.24
6.95,9.18,-0.48,7.14,-4.0,4.16,-4.1,-1.7,-4.49,-5.27,-3.42,-4.99,-3.55,1.59,-6.96,-0.85,-3.9,-1.42,5.42,0.29,-6.82
6.38,9.96,-0.74,5.02,-4.86,4.47,-4.44,-0.6,-3.26,-2.86,-3.25,-4.43,-0.69,0.28,-3.62,-3.31,-3.75,-1.22,5.11,-1.9,-6.98
5.72,8.22,-0.76,2.65,-2.16,2.08,0.82,3.08,3.23,4.21,0.04,1.26,1.26,3.03,2.21,6.08,1.84,5.96,3.87,-1.34,-2.35
2.39,4.49,-1.78,1.72,-1.29,1.4,0.13,2.11,1.24,2.55,0.35,2.5,-0.34,1.02,0.48,4.25,0.86,6.05,1.25,-1.69,-2.88
3.86,5.81,-0.31,-0.29,-0.32,0.15,-0.03,0.1,0.29,-0.22,-1.46,-0.81,3.71,-0.07,4.72,2.4,1.28,4.07,1.5,-2.64,-3.14
2.64,2.75,-0.1,-0.15,1.62,0.11,3.06,2.63,4.37,3.77,4.77,4.21,1.48,-3.47,-5.06,2.07,4.95,5.2,1.29,-1.4,-0.0
2.63,5.25,0.18,-0.12,0.25,-0.34,4.31,2.34,6.03,5.29,5.16,2.42,4.45,-0.2,-1.59,3.95,8.13,5.04,1.03,-4.67,-0.4
0.27,0.61,-3.22,-0.46,-1.64,0.69,5.12,5.08,7.97,8.05,-0.66,1.12,-1.95,-2.3,-3.23,1.39,6.86,6.21,-1.57,-4.5,2.05
-2.33,-2.3,-3.87,-1.04,-1.79,1.57,5.75,7.0,8.57,8.86,-2.99,-0.49,-2.33,-0.99,-2.38,5.96,6.48,8.65,-3.27,-4.1,3.09
